Program_Name,School_Name,School_Type,School_ZipCode,Applicant_ZipCode,Applications_count,Seat_Offers
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,90044,2,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,90046,4,2
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,90059,1,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,90062,1,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,90064,1,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,90068,7,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,90077,2,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,90280,1,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,90290,1,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,90501,1,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91040,1,1
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91303,10,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91304,23,4
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91306,58,9
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91307,18,2
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91311,36,9
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91316,20,2
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91324,51,12
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91325,60,17
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91326,37,9
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91331,31,5
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91335,66,19
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91340,7,1
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91342,39,10
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91343,71,24
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91344,41,14
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91345,7,2
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91352,10,1
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91356,12,2
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91364,6,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91367,5,1
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91401,16,2
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91402,34,5
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91403,17,5
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91405,14,4
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91406,30,5
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91411,14,7
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91423,28,2
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91436,17,1
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91505,1,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91601,5,1
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91602,7,2
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91604,35,6
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91605,9,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91606,4,0
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91607,15,2
Grover Cleveland Charter High School Humanities Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91614,1,0
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,90011,2,1
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91042,1,1
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91303,13,2
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91304,21,10
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91306,65,35
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91307,2,1
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91311,17,8
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91316,11,4
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91324,52,36
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91325,31,23
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91326,15,7
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91331,14,6
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91335,106,49
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91340,5,3
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91342,20,8
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91343,37,10
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91344,10,4
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91345,4,1
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91356,4,2
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91367,3,1
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91401,7,3
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91402,22,6
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91403,1,1
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91405,9,5
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91406,13,3
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91411,2,1
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91423,9,6
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91436,4,2
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91505,1,1
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91602,3,1
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91604,6,4
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91605,6,1
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91606,3,1
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,91607,6,2
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,93535,1,0
Grover Cleveland Charter High School GMS Magnet,Grover Cleveland Charter High School,MAGNET CENTER - SENIOR HIGH,91335,93551,1,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90001,1,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90002,9,2
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90003,16,2
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90004,1,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90006,4,2
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90007,1,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90008,46,5
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90011,6,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90015,1,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90016,11,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90017,1,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90018,25,4
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90019,5,2
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90020,3,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90026,1,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90029,1,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90034,1,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90035,2,2
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90037,12,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90043,167,8
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90044,15,4
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90045,3,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90047,36,4
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90057,2,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90059,7,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90061,3,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90062,70,2
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90064,1,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90247,4,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90248,2,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90249,1,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90250,1,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90255,2,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90262,1,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90717,1,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90744,1,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90745,1,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,90746,1,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,91331,1,0
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,91352,2,1
Crenshaw Magnets: Science Tech Engineer Math & Medicine,Crenshaw Magnets: Science Tech Engineer Math & Medicine,MAGNET-SELF CONTAINED (SENIOR),90043,91706,1,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90001,1,1
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90003,4,2
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90006,2,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90008,31,9
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90011,5,1
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90012,3,1
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90016,31,6
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90018,24,5
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90019,2,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90020,1,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90026,1,1
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90035,1,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90037,2,2
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90043,12,1
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90044,4,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90047,7,1
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90057,1,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90061,2,1
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90062,9,3
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90220,1,1
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90221,1,1
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90230,1,1
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90247,2,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90249,1,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90250,1,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90291,2,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90301,1,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90302,1,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90746,2,0
Susan Miller Dorsey Senior High Science/Tech/Math Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,91352,1,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90001,3,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90002,2,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90003,4,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90005,1,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90006,1,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90008,22,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90011,1,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90015,1,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90016,29,2
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90017,1,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90018,21,4
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90019,9,3
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90026,1,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90028,1,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90033,2,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90035,1,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90037,2,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90043,11,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90044,10,3
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90047,4,2
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90057,3,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90059,1,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90062,5,3
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90201,1,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90247,1,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90248,1,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90249,1,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90280,1,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,90746,1,0
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,91303,1,1
Susan Miller Dorsey Senior High Sports Medicine/Law Magnet,Susan Miller Dorsey Senior High,MAGNET CENTER - SENIOR HIGH,90016,91402,1,0
Esteban Torres HS - East Los Angeles Performing Arts Magnet,Esteban Torres HS - East Los Angeles Performing Arts Magnet,MAGNET-SELF CONTAINED (SENIOR),90063,90001,10,3
Esteban Torres HS - East Los Angeles Performing Arts Magnet,Esteban Torres HS - East Los Angeles Performing Arts Magnet,MAGNET-SELF CONTAINED (SENIOR),90063,90002,8,3
Esteban Torres HS - East Los Angeles Performing Arts Magnet,Esteban Torres HS - East Los Angeles Performing Arts Magnet,MAGNET-SELF CONTAINED (SENIOR),90063,90003,5,2
